,text,label
2473,Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,sadness
2474,@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍,sadness
2475,"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",sadness
2476,"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness
2477,"BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled.",sadness
2478,"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",sadness
2479,Refuse to let myself get discouraged.,sadness
2480,"@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3",sadness
2481,"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",sadness
2482,Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.,sadness
2483,I love having such a big family. There's never a dull moment in my house 😂,sadness
2484,@The40Bar See you all October 8th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,sadness
2485,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,sadness
2486,What a grim night #GetTheFireLit 🔥,sadness
2487,@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),sadness
2488,@xaninaany I'm so serious DM me I'll tell u more,sadness
2489,Time for some despair #SDR3 #despair #fuckthisanime,sadness
2490,"@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder",sadness
2491,"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",sadness
2492,@CCGaryRoberts community policing!!!! What's that?? #lost,sadness
2493,"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness
2494,"It's easy to #fall #asleep in class, but hard to in bed. #True  #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness
2495,😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sadness
2496,@Beakmoo hmmmm...you may have a point... I thought Twitter had got dull 😂. LAMINATION,sadness
2497,I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!,sadness
2498,@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂,sadness
2499,When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness,sadness
2500,"@NikeSupport ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun",sadness
2501,@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!,sadness
2502,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad,sadness
2503,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,sadness
2504,"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad",sadness
2505,"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color ",sadness
2506,Write drunk. Edit Sober. \nForget to save. Wake hungover.\n#amwriting #sober,sadness
2507,"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby",sadness
2508,Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches #SG16 #kickittomehigh #nswgaa #blues #statevstate,sadness
2509,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad,sadness
2510,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest ,sadness
2511,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,sadness
2512,Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI2016,sadness
2513,"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",sadness
2514,@InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.,sadness
2515,What's the worst affliction that you or someone you know ever convinced yourself you had?,sadness
2516,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,sadness
2517,@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink,sadness
2518,Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me,sadness
2519,My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness,sadness
2520,"6 might be a serious number, but 10 sounds better. Wild card race!!",sadness
2521,Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,sadness
2522,John and his 'magic box' #lost,sadness
2523,It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,sadness
2524,Can it be 10 PM so I can sulk in my tub while listening to Lana,sadness
2525,I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark,sadness
2526,Candice's pout is gonna take someone eye out mate! #GBBO,sadness
2527,The pine colada starburst nasty. Don't @ me,sadness
2528,How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman,sadness
2529,@bolain_branden @GrimsToyShow grim should find broken Matt hardy because he can delete everything lol,sadness
2530,"@SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--",sadness
2531,i am about to find the sadness in graham's lyrics,sadness
2532,I told my therapist that I'm on the dance team and now she's unhappy with me.,sadness
2533,@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.,sadness
2534,"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",sadness
2535,are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say,sadness
2536,"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",sadness
2537,Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial,sadness
2538,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,sadness
2539,@TheBenNatan szn 3 &gt;&gt;&gt; szn 1 &gt;&gt;&gt; szn 2. Just to warn you. Don't let szn 2 discourage you.,sadness
2540,"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",sadness
2541,Go help the cause.@plantingaseed.net. #recovery  #sober #addiction,sadness
2542,@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?,sadness
2543,@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!,sadness
2544,"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",sadness
2545,It serves a gloomy higher than the wolves of the village,sadness
2546,"Finally watched #hungergamesmockingjay2 this morning, sadly I feel a little disappointed #toomuchhype",sadness
2547,@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff,sadness
2548,Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch,sadness
2549,@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major,sadness
2550,@BokuNoGio AND his momma was worse than Tony sopranos momma #wow  #history #major,sadness
2551,@TrueRyuga I tore my MLC playing football in HS. Knees are serious business. Take care of them! Lemme know if you need anything.,sadness
2552,@MlaStandard The depth that you've sunk to. You're readership deserves more.,sadness
2553,when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(,sadness
2554,@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.,sadness
2555,"Long day, kind tweets, our melancholy, @DownFrontArtist defeats.",sadness
2556,Dream show how cisco 642-188 pdf melancholy: aHid,sadness
2557,Not a great start but good comeback from the boys to earn a point. Bring on Saturday #blues,sadness
2558,Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-),sadness
2559,@Magrove86Mark @clareftballnews jersey gloves?  #dark,sadness
2560,Been a while since I been sober. This life can be so hard,sadness
2561,Just reached 10k followers - WOW - thanks blues #mcfc #ctid,sadness
2562,"When mine pass, I know I'll be inconsolable &amp; devastated. For a while.",sadness
2563,I'm throwing myself straight into American Horror Story so I don't have time to grieve,sadness
2564,*Sigh* #depression #saddness #afterellen #shitsucks,sadness
2565,@rosalilium I'm wearing all black tomorrow to mourn. 😭💔,sadness
2566,eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness
2567,@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad,sadness
2568,@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. ,sadness
2569,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness
